timestamp;sku;vendedor;cantidad
28/9/2019;19;34;4
23/11/2019;61;42;7
1/5/2019;3;17;10
28/3/2019;38;11;5
9/10/2019;2;46;7
21/3/2019;27;28;10
17/8/2019;119;14;3
28/6/2019;48;54;9
8/2/2019;15;13;1
12/8/2019;76;25;5
11/10/2019;76;56;1
5/7/2019;109;29;2
27/6/2019;114;52;10
9/4/2019;42;14;1
21/8/2019;127;40;3
6/5/2019;4;20;5
16/8/2019;63;53;2
25/4/2019;11;12;8
15/10/2019;129;25;8
30/5/2019;85;51;1
24/5/2019;70;50;3
8/3/2019;61;44;4
8/10/2019;100;11;1
10/10/2019;6;13;7
20/8/2019;83;32;8
13/6/2019;49;44;10
9/3/2019;34;29;10
30/7/2019;75;23;7
7/1/2019;8;55;10
3/10/2019;116;53;8
22/5/2019;48;9;1
5/5/2019;110;38;10
17/11/2019;38;30;9
6/8/2019;22;28;3
27/4/2019;51;42;1
15/7/2019;30;45;3
21/8/2019;12;2;1
9/8/2019;30;55;5
11/10/2019;37;44;3
1/2/2019;23;9;5
25/3/2019;86;15;2
13/11/2019;66;48;3
5/8/2019;1;31;8
5/7/2019;106;17;7
6/9/2019;96;47;7
30/3/2019;21;41;1
28/2/2019;10;49;9
16/11/2019;79;57;3
15/4/2019;18;1;7
27/11/2019;125;4;3
23/2/2019;126;29;5
30/4/2019;10;28;5
23/6/2019;126;2;5
22/9/2019;101;43;7
7/6/2019;39;37;9
4/9/2019;57;27;1
18/8/2019;41;2;7
8/5/2019;107;3;8
5/2/2019;72;50;1
17/10/2019;3;44;2
7/12/2019;59;14;4
12/6/2019;88;30;5
31/1/2019;21;3;3
31/7/2019;36;56;5
15/4/2019;72;22;3
19/4/2019;76;13;10
22/6/2019;15;56;7
24/9/2019;90;30;2
22/9/2019;7;23;1
31/1/2019;117;44;3
30/5/2019;108;5;10
24/10/2019;114;20;8
27/5/2019;46;48;6
21/8/2019;95;30;5
25/10/2019;21;52;7
15/11/2019;38;26;4
1/7/2019;25;24;7
9/9/2019;7;24;7
19/11/2019;25;53;10
3/12/2019;105;51;4
5/11/2019;39;11;5
19/2/2019;41;47;5
18/2/2019;110;21;3
13/12/2019;68;21;4
8/10/2019;119;1;9
11/6/2019;90;6;3
31/12/2019;3;16;9
24/6/2019;65;32;10
2/12/2019;50;5;6
10/9/2019;103;31;3
24/4/2019;74;17;4
19/8/2019;32;33;1
26/5/2019;15;9;2
20/2/2019;69;36;10
19/3/2019;40;10;10
25/9/2019;127;16;10
5/6/2019;56;15;4
11/7/2019;75;39;2
25/12/2019;25;51;10
3/2/2019;82;27;6
19/3/2019;3;16;10
26/2/2019;119;28;10
3/6/2019;50;15;1
18/7/2019;32;23;7
13/7/2019;111;35;8
12/12/2019;34;44;1
10/11/2019;95;30;6
15/7/2019;84;50;10
5/10/2019;23;30;6
5/4/2019;5;36;3
8/11/2019;23;55;8
9/10/2019;57;22;5
9/5/2019;57;55;7
2/6/2019;54;30;8
22/8/2019;53;7;6
21/11/2019;7;17;2
28/10/2019;49;47;4
4/12/2019;8;10;3
16/5/2019;3;43;2
11/5/2019;53;52;2
10/11/2019;18;14;4
5/9/2019;117;18;10
6/3/2019;123;33;8
13/6/2019;6;18;1
15/7/2019;24;19;4
14/10/2019;75;21;10
27/4/2019;65;10;10
10/8/2019;116;48;4
18/9/2019;19;42;5
3/4/2019;111;48;5
14/5/2019;73;40;1
6/3/2019;64;8;7
9/3/2019;65;20;5
3/11/2019;22;22;9
28/11/2019;45;32;5
29/11/2019;37;49;3
13/8/2019;37;39;10
12/6/2019;61;13;3
10/8/2019;90;11;7
8/5/2019;39;51;4
15/7/2019;27;56;1
22/4/2019;36;28;5
26/9/2019;123;54;6
1/5/2019;55;34;4
3/9/2019;86;11;3
30/7/2019;119;15;6
16/7/2019;69;8;7
26/11/2019;23;4;1
23/5/2019;97;33;1
13/2/2019;113;30;10
16/11/2019;124;52;5
5/10/2019;59;38;1
23/9/2019;104;19;5
15/11/2019;90;51;5
20/12/2019;31;30;6
23/9/2019;98;33;1
13/6/2019;111;20;3
21/7/2019;101;6;7
7/5/2019;107;43;1
1/6/2019;125;47;9
12/4/2019;121;40;1
9/12/2019;88;29;7
17/12/2019;48;18;5
24/12/2019;58;48;10
22/7/2019;117;3;10
15/6/2019;127;30;3
21/3/2019;92;12;10
2/3/2019;38;50;9
21/5/2019;36;50;7
9/2/2019;21;51;9
27/10/2019;98;42;10
25/3/2019;108;14;8
10/8/2019;30;52;2
20/3/2019;71;2;10
24/11/2019;105;14;3
24/11/2019;86;19;6
21/7/2019;120;7;3
29/7/2019;13;17;3
28/1/2019;47;17;8
24/8/2019;33;20;8
30/4/2019;90;26;10
13/4/2019;99;14;2
12/8/2019;70;29;6
16/9/2019;52;58;7
1/5/2019;103;28;1
9/6/2019;15;16;7
13/8/2019;0;8;5
25/5/2019;126;22;6
11/3/2019;38;15;9
17/9/2019;101;36;10
13/11/2019;91;38;1
22/8/2019;63;56;5
23/4/2019;83;54;3
7/2/2019;39;20;7
10/6/2019;93;5;9
8/10/2019;20;5;5
5/10/2019;37;8;5
29/10/2019;101;45;5
12/12/2019;126;27;8
23/12/2019;104;42;2
5/4/2019;49;12;4
29/10/2019;15;42;3
22/4/2019;81;30;3
10/8/2019;91;1;10
25/9/2019;92;30;8
11/2/2019;94;35;8
24/8/2019;55;5;2
20/1/2019;125;14;4
17/1/2019;26;45;7
27/1/2019;116;15;9
20/11/2019;122;4;9
25/3/2019;21;37;10
16/3/2019;31;25;9
4/3/2019;41;28;5
18/8/2019;18;31;8
15/5/2019;103;27;1
11/2/2019;74;53;9
20/11/2019;111;27;7
1/3/2019;114;43;8
25/2/2019;113;30;6
16/5/2019;62;1;10
5/12/2019;87;33;8
30/12/2019;69;33;7
21/6/2019;26;6;2
23/1/2019;105;18;3
12/11/2019;58;44;5
11/11/2019;44;12;7
2/11/2019;50;6;8
12/4/2019;10;18;3
10/3/2019;33;21;6
14/8/2019;14;10;9
9/6/2019;69;26;2
12/11/2019;60;29;2
8/3/2019;54;17;6
10/1/2019;107;43;8
4/3/2019;87;25;9
27/12/2019;76;47;2
14/7/2019;31;56;5
21/4/2019;106;52;9
7/11/2019;58;17;10
15/12/2019;27;50;8
15/6/2019;76;22;5
26/4/2019;21;52;9
25/10/2019;37;15;8
21/9/2019;81;46;3
31/12/2019;4;33;2
14/7/2019;124;4;4
2/8/2019;127;6;5
24/11/2019;39;2;8
21/11/2019;74;57;6
18/8/2019;92;15;7
18/10/2019;109;31;8
23/12/2019;102;5;2
23/6/2019;120;34;9
26/7/2019;88;41;4
6/10/2019;97;3;7
6/7/2019;53;58;5
20/4/2019;19;4;1
1/2/2019;13;10;2
27/11/2019;81;7;9
14/5/2019;87;55;2
1/12/2019;101;41;4
1/3/2019;51;57;5
31/3/2019;14;38;6
7/8/2019;64;7;1
26/8/2019;101;46;8
2/10/2019;54;41;5
25/11/2019;129;47;4
10/2/2019;129;36;3
29/4/2019;14;12;9
28/1/2019;73;31;9
1/12/2019;118;46;10
11/12/2019;117;54;1
23/5/2019;24;55;2
1/2/2019;40;57;2
16/3/2019;28;47;1
9/12/2019;53;54;9
24/7/2019;71;5;1
5/7/2019;121;1;9
26/9/2019;40;15;2
20/2/2019;16;15;4
25/3/2019;81;51;6
16/4/2019;71;45;7
23/4/2019;127;50;3
25/4/2019;17;45;8
14/5/2019;45;41;9
23/9/2019;70;37;3
15/8/2019;94;4;7
6/8/2019;65;11;10
24/9/2019;56;11;1
10/8/2019;112;28;1
7/8/2019;105;27;3
23/5/2019;25;32;8
4/12/2019;102;20;3
27/5/2019;70;35;4
17/11/2019;81;10;5
13/11/2019;27;44;1
24/3/2019;87;38;9
15/1/2019;111;14;7
6/7/2019;118;16;8
29/5/2019;75;45;5
31/8/2019;21;27;10
21/9/2019;121;3;8
26/6/2019;17;56;3
19/6/2019;0;44;7
23/11/2019;88;10;1
5/4/2019;102;33;9
17/11/2019;78;53;2
29/7/2019;33;24;5
29/4/2019;19;40;1
17/2/2019;74;44;3
6/8/2019;84;49;7
15/9/2019;42;42;7
15/6/2019;57;31;7
25/10/2019;121;21;4
20/6/2019;85;41;7
13/5/2019;97;31;10
23/11/2019;92;26;6
2/1/2019;86;16;9
23/7/2019;22;18;3
19/3/2019;129;39;8
4/10/2019;129;10;2
20/5/2019;123;45;6
27/2/2019;25;58;4
28/11/2019;128;39;8
9/7/2019;9;45;10
12/12/2019;99;14;8
3/7/2019;86;13;10
22/8/2019;122;34;3
7/6/2019;4;31;3
27/5/2019;65;4;5
12/9/2019;17;54;9
29/7/2019;118;38;5
11/11/2019;128;4;2
18/8/2019;61;51;3
29/3/2019;114;57;1
6/8/2019;88;29;4
31/3/2019;90;23;3
6/9/2019;50;54;4
24/6/2019;41;46;1
15/5/2019;56;45;3
3/7/2019;68;29;3
3/10/2019;1;58;4
6/7/2019;31;5;2
5/5/2019;117;18;2
17/11/2019;27;43;1
1/3/2019;18;48;8
11/4/2019;114;31;6
4/7/2019;12;43;1
8/1/2019;32;58;4
21/11/2019;1;40;2
23/1/2019;7;53;1
6/4/2019;59;4;8
30/7/2019;66;57;8
5/8/2019;17;35;5
9/1/2019;107;8;3
3/12/2019;2;30;2
26/1/2019;51;16;7
6/9/2019;78;32;6
21/12/2019;73;24;1
8/9/2019;14;8;8
8/6/2019;105;41;9
25/10/2019;122;24;6
14/12/2019;91;40;1
9/2/2019;77;18;3
1/12/2019;101;18;7
5/3/2019;4;3;6
10/4/2019;37;1;1
17/3/2019;37;25;3
7/6/2019;0;31;4
5/1/2019;17;17;8
14/4/2019;50;20;6
14/1/2019;8;5;2
9/8/2019;45;23;3
3/9/2019;112;42;1
12/1/2019;124;7;9
26/9/2019;54;33;7
16/9/2019;50;40;1
31/8/2019;100;19;5
6/8/2019;97;47;5
18/9/2019;66;21;10
21/9/2019;79;16;4
6/1/2019;61;20;4
19/10/2019;45;47;6
5/10/2019;75;51;6
27/3/2019;21;7;8
14/4/2019;103;54;1
16/12/2019;96;29;1
3/9/2019;55;8;2
13/9/2019;35;36;7
23/7/2019;93;21;1
14/5/2019;36;51;7
8/6/2019;11;40;1
1/7/2019;123;36;4
5/5/2019;25;20;2
3/5/2019;40;14;2
9/4/2019;83;2;4
19/9/2019;95;35;1
21/10/2019;96;50;7
16/3/2019;56;6;8
3/8/2019;67;30;1
28/6/2019;117;54;1
15/9/2019;105;26;3
8/3/2019;33;56;2
26/7/2019;75;49;6
20/12/2019;57;19;1
1/6/2019;89;8;6
31/1/2019;79;20;3
1/12/2019;27;4;10
1/7/2019;86;10;10
30/3/2019;78;6;2
3/7/2019;64;48;7
14/9/2019;30;2;9
27/10/2019;85;54;5
18/8/2019;77;32;6
8/5/2019;122;42;2
22/3/2019;55;33;8
12/9/2019;43;19;3
21/11/2019;96;30;4
14/11/2019;101;4;1
28/4/2019;128;54;5
29/10/2019;77;15;10
11/7/2019;14;38;4
15/11/2019;77;56;10
7/6/2019;7;29;6
10/1/2019;114;18;7
16/1/2019;62;50;7
17/8/2019;7;3;8
27/12/2019;38;1;2
4/12/2019;118;7;9
2/12/2019;31;31;6
20/8/2019;37;21;8
12/6/2019;126;37;10
25/12/2019;36;53;2
26/9/2019;13;53;4
29/5/2019;113;48;7
19/12/2019;5;51;2
6/10/2019;129;45;8
30/4/2019;11;38;1
26/6/2019;86;23;4
24/11/2019;56;10;2
7/8/2019;33;40;5
12/7/2019;39;22;7
25/8/2019;101;42;2
22/5/2019;29;13;7
21/8/2019;54;5;2
17/8/2019;113;54;2
11/2/2019;108;21;7
16/4/2019;94;19;5
5/8/2019;46;35;4
23/2/2019;76;36;7
23/9/2019;94;21;2
12/11/2019;20;31;3
22/10/2019;86;12;7
10/12/2019;18;22;10
17/2/2019;84;24;6
4/3/2019;96;8;2
12/1/2019;59;42;2
20/5/2019;70;17;9
30/7/2019;62;13;9
20/7/2019;57;52;9
16/11/2019;7;34;6
8/12/2019;106;45;10
10/12/2019;7;4;9
2/1/2019;66;52;5
26/10/2019;57;57;7
7/2/2019;40;32;2
8/2/2019;63;7;7
21/12/2019;92;9;4
6/7/2019;94;47;2
20/8/2019;67;43;1
7/2/2019;25;12;2
22/6/2019;99;24;1
4/6/2019;26;36;5
6/6/2019;48;31;10
9/10/2019;50;25;3
2/1/2019;16;51;10
13/5/2019;55;29;6
30/3/2019;28;46;1
25/5/2019;92;45;3
21/4/2019;28;50;8
13/8/2019;13;34;8
12/2/2019;71;51;7
5/7/2019;53;19;10
13/11/2019;108;52;7
18/10/2019;83;50;7
20/4/2019;58;35;4
27/6/2019;92;49;3
23/9/2019;129;30;6
1/10/2019;46;17;4
3/11/2019;90;54;8
5/10/2019;49;43;10
13/8/2019;47;47;7
10/2/2019;89;19;9
9/9/2019;129;28;8
13/2/2019;66;23;9
12/11/2019;115;45;1
8/3/2019;58;4;3
24/7/2019;43;36;1
21/2/2019;128;14;3
11/3/2019;84;16;9
1/12/2019;77;16;10
2/4/2019;69;57;2
9/5/2019;114;13;6
30/7/2019;38;58;4
22/1/2019;107;32;5
31/12/2019;29;13;7
25/4/2019;60;52;10
6/7/2019;128;24;1
10/4/2019;108;7;8
11/4/2019;41;17;3
31/5/2019;31;7;4
29/10/2019;92;28;9
26/1/2019;66;30;8
9/9/2019;8;5;8
5/4/2019;60;48;2
24/8/2019;102;3;5
3/5/2019;122;54;7
18/11/2019;19;19;9
28/4/2019;111;6;5
3/12/2019;24;55;9
31/5/2019;31;11;6
4/10/2019;20;40;9
16/11/2019;49;58;7
29/1/2019;69;55;8
1/3/2019;0;13;5
13/9/2019;59;48;1
4/3/2019;110;39;3
19/1/2019;10;8;8
17/1/2019;89;58;10
3/1/2019;74;24;1
29/3/2019;63;4;10
6/12/2019;29;14;7
15/3/2019;95;47;10
1/10/2019;101;17;2
26/11/2019;23;45;2
16/10/2019;12;43;4
4/6/2019;5;8;1
4/8/2019;49;25;1
7/1/2019;31;50;5
24/11/2019;72;15;10
20/12/2019;111;22;8
29/12/2019;66;17;10
28/3/2019;43;17;6
12/4/2019;90;55;1
26/7/2019;75;47;7
7/3/2019;127;10;4
4/5/2019;128;11;6
4/3/2019;30;9;9
3/8/2019;103;34;9
8/6/2019;62;30;4
18/6/2019;83;6;10
25/1/2019;118;53;4
5/5/2019;122;56;3
27/12/2019;35;46;1
2/9/2019;9;16;4
18/2/2019;104;51;9
17/5/2019;113;11;2
30/9/2019;80;40;4
12/2/2019;91;44;10
7/5/2019;86;16;3
15/2/2019;101;46;3
19/1/2019;1;47;10
8/8/2019;2;20;5
8/5/2019;92;20;8
27/9/2019;4;43;2
28/11/2019;77;29;10
1/11/2019;21;29;3
4/11/2019;27;27;4
25/8/2019;126;51;4
13/3/2019;63;55;9
23/5/2019;75;51;9
5/4/2019;113;21;2
19/4/2019;4;44;5
16/1/2019;36;52;5
27/5/2019;127;25;2
12/4/2019;81;55;10
22/4/2019;57;48;8
17/9/2019;67;26;2
14/10/2019;117;23;6
23/5/2019;48;58;3
24/7/2019;101;42;8
26/12/2019;15;15;9
17/6/2019;98;32;2
19/8/2019;73;41;8
25/8/2019;50;20;10
27/10/2019;68;47;9
28/10/2019;91;25;4
15/7/2019;67;23;4
13/8/2019;61;2;6
1/1/2019;8;40;9
4/6/2019;35;35;2
4/12/2019;32;27;3
22/3/2019;126;15;8
26/9/2019;59;23;4
7/9/2019;56;52;5
23/3/2019;101;16;3
18/6/2019;41;54;3
16/3/2019;11;29;6
15/10/2019;57;5;3
26/9/2019;53;3;7
5/8/2019;47;3;8
11/2/2019;121;39;3
21/11/2019;60;15;6
15/7/2019;47;23;7
9/12/2019;42;51;7
12/6/2019;75;5;2
25/8/2019;77;23;8
4/6/2019;38;16;3
31/1/2019;94;13;7
3/6/2019;69;52;2
17/3/2019;19;32;8
31/10/2019;103;41;2
26/5/2019;43;45;1
23/8/2019;113;56;1
23/2/2019;127;20;2
8/2/2019;64;20;10
24/6/2019;5;28;1
2/12/2019;14;40;5
4/10/2019;113;55;6
24/3/2019;43;4;7
8/1/2019;104;23;2
22/12/2019;102;11;4
1/5/2019;87;11;9
10/3/2019;29;1;5
5/4/2019;113;11;7
28/12/2019;35;37;2
15/6/2019;57;23;3
22/10/2019;0;22;5
30/7/2019;104;40;2
14/11/2019;117;47;10
31/1/2019;87;8;7
3/6/2019;38;53;4
17/9/2019;31;49;7
1/5/2019;48;49;6
2/8/2019;59;36;1
4/5/2019;51;57;2
1/3/2019;66;34;6
21/1/2019;88;53;5
10/9/2019;18;24;6
29/11/2019;62;45;1
22/5/2019;8;38;4
25/11/2019;11;27;9
14/7/2019;19;1;10
14/2/2019;117;27;4
10/12/2019;81;16;9
12/4/2019;108;27;3
2/9/2019;83;23;6
4/7/2019;66;1;6
5/2/2019;87;53;1
22/1/2019;73;47;1
15/7/2019;59;27;8
16/7/2019;8;23;5
14/4/2019;123;53;10
26/8/2019;62;55;4
26/4/2019;73;40;5
23/6/2019;55;44;6
27/3/2019;66;13;6
28/11/2019;5;6;7
25/12/2019;120;48;6
15/10/2019;89;44;7
4/11/2019;37;47;1
13/7/2019;48;41;2
21/9/2019;11;4;7
5/11/2019;28;42;3
25/1/2019;54;16;7
6/3/2019;30;15;2
8/3/2019;7;43;5
20/12/2019;39;17;4
5/6/2019;98;26;8
30/8/2019;109;18;4
6/2/2019;87;57;8
25/11/2019;53;43;8
14/10/2019;9;7;7
5/7/2019;44;2;3
24/11/2019;103;44;3
29/7/2019;0;1;2
30/1/2019;111;38;5
28/2/2019;93;6;10
21/2/2019;73;29;7
26/10/2019;34;51;7
31/7/2019;26;5;8
11/8/2019;114;41;8
18/2/2019;9;6;3
29/7/2019;55;31;1
29/3/2019;37;20;9
19/4/2019;104;15;10
5/11/2019;113;6;10
30/4/2019;80;40;8
6/7/2019;97;20;7
29/9/2019;102;14;3
14/5/2019;30;13;1
31/7/2019;74;37;5
8/7/2019;8;24;6
3/2/2019;34;31;5
6/3/2019;124;23;7
27/4/2019;114;20;6
28/7/2019;128;54;2
20/12/2019;88;27;1
31/1/2019;37;10;5
6/6/2019;91;18;7
8/1/2019;24;54;7
11/2/2019;52;20;5
30/7/2019;71;35;10
24/10/2019;58;54;2
13/12/2019;128;9;6
1/8/2019;63;23;1
26/11/2019;127;10;1
23/9/2019;41;4;1
24/9/2019;60;21;6
21/12/2019;114;55;10
12/1/2019;53;1;1
29/3/2019;45;11;4
16/4/2019;71;12;10
18/2/2019;54;56;4
18/9/2019;74;48;10
8/5/2019;125;29;7
26/6/2019;20;20;1
4/8/2019;34;13;6
7/1/2019;4;28;8
11/2/2019;97;36;7
20/4/2019;17;49;5
25/12/2019;106;58;2
25/1/2019;34;33;7
18/9/2019;42;22;7
7/9/2019;105;32;1
23/1/2019;60;14;10
1/11/2019;91;35;1
4/2/2019;40;49;5
16/7/2019;87;41;5
6/9/2019;101;12;9
6/4/2019;22;40;7
17/10/2019;9;40;9
10/10/2019;7;6;6
29/5/2019;116;7;2
7/11/2019;88;49;8
6/11/2019;116;27;9
17/5/2019;103;52;9
26/10/2019;108;55;10
7/12/2019;58;23;2
4/11/2019;27;18;9
19/8/2019;111;2;1
27/11/2019;38;57;5
11/4/2019;120;46;7
16/11/2019;25;17;10
21/11/2019;7;35;9
5/12/2019;66;16;9
14/4/2019;48;1;9
7/9/2019;122;22;2
25/7/2019;2;37;6
5/10/2019;5;44;4
30/4/2019;108;12;7
4/11/2019;17;2;5
23/10/2019;47;21;2
17/8/2019;110;7;2
8/8/2019;74;55;6
26/5/2019;96;4;9
27/1/2019;127;26;1
13/1/2019;21;6;2
6/5/2019;86;32;2
10/1/2019;90;52;9
23/4/2019;8;58;10
31/5/2019;64;53;10
12/12/2019;101;7;5
21/2/2019;52;24;9
4/2/2019;104;40;3
19/9/2019;46;25;10
16/3/2019;42;58;4
3/1/2019;61;37;6
26/6/2019;80;43;4
6/6/2019;128;42;8
2/2/2019;38;51;2
31/3/2019;28;37;5
1/10/2019;98;22;4
4/11/2019;19;6;1
26/4/2019;55;34;7
1/12/2019;119;35;1
21/11/2019;115;19;2
30/1/2019;8;29;5
24/9/2019;99;47;7
4/3/2019;123;3;10
3/6/2019;72;34;5
13/3/2019;3;23;8
13/4/2019;49;21;10
8/2/2019;71;36;4
6/4/2019;35;33;7
7/7/2019;100;28;6
13/4/2019;129;31;9
18/1/2019;7;24;4
28/8/2019;33;52;8
22/7/2019;98;5;7
27/2/2019;118;14;6
19/9/2019;49;1;6
28/6/2019;70;24;7
21/1/2019;126;25;4
10/2/2019;24;7;9
8/4/2019;44;44;10
29/1/2019;68;58;4
6/11/2019;8;13;7
21/4/2019;68;3;1
30/11/2019;15;42;3
23/4/2019;84;9;5
16/2/2019;0;56;8
10/9/2019;27;43;7
10/8/2019;7;13;7
25/11/2019;56;47;4
24/10/2019;16;29;2
26/8/2019;69;25;10
2/7/2019;117;31;2
8/2/2019;103;19;3
9/5/2019;7;18;7
22/6/2019;89;32;1
24/6/2019;23;24;2
6/2/2019;129;19;9
26/9/2019;17;2;6
8/8/2019;60;55;8
7/7/2019;102;48;6
21/9/2019;128;45;1
31/10/2019;96;12;4
26/4/2019;36;3;3
18/11/2019;53;20;5
5/4/2019;124;9;6
30/10/2019;121;29;10
7/4/2019;39;57;2
23/8/2019;88;36;4
26/8/2019;82;47;10
17/4/2019;49;49;6
27/4/2019;102;30;9
8/9/2019;83;46;4
3/9/2019;39;57;9
15/7/2019;116;3;4
28/2/2019;63;30;3
1/11/2019;105;5;5
21/2/2019;77;53;9
12/11/2019;107;36;6
3/12/2019;19;37;1
14/11/2019;78;27;1
19/4/2019;41;8;6
11/2/2019;125;57;5
6/3/2019;101;38;10
22/10/2019;117;54;2
20/4/2019;118;20;8
14/3/2019;74;14;6
30/4/2019;31;21;1
16/6/2019;100;10;8
12/9/2019;57;18;8
16/5/2019;99;36;4
10/9/2019;76;37;8
13/5/2019;26;17;10
26/8/2019;65;28;7
3/10/2019;122;14;8
5/7/2019;105;10;6
20/10/2019;2;39;5
23/1/2019;82;21;9
10/6/2019;118;20;6
23/10/2019;66;58;10
7/8/2019;103;9;9
12/2/2019;125;55;7
11/2/2019;46;46;6
5/8/2019;17;56;8
15/11/2019;67;52;5
19/3/2019;58;32;3
4/3/2019;111;2;5
26/11/2019;23;35;4
3/7/2019;109;8;10
31/12/2019;30;18;8
16/6/2019;68;18;4
12/4/2019;26;23;5
3/2/2019;107;57;7
4/10/2019;43;53;6
27/2/2019;32;1;7
4/11/2019;43;2;10
23/10/2019;101;52;1
7/1/2019;112;27;8
17/11/2019;87;17;3
2/4/2019;69;1;10
21/5/2019;114;44;10
13/4/2019;42;37;6
12/8/2019;40;47;1
8/11/2019;107;11;8
11/11/2019;20;36;7
14/2/2019;10;38;1
4/1/2019;14;14;10
17/7/2019;97;34;3
18/1/2019;77;24;3
7/11/2019;116;46;2
28/3/2019;45;22;10
5/11/2019;96;49;2
2/12/2019;111;50;1
8/12/2019;105;30;8
25/6/2019;103;29;1
14/11/2019;64;7;4
3/8/2019;65;45;3
31/3/2019;24;16;1
19/2/2019;42;29;9
27/3/2019;104;36;3
30/11/2019;62;29;6
27/2/2019;39;42;7
3/5/2019;11;24;3
17/10/2019;56;52;10
27/2/2019;73;46;7
12/1/2019;127;48;10
13/3/2019;59;3;8
25/10/2019;22;28;8
27/7/2019;118;1;7
24/2/2019;69;38;10
22/12/2019;55;54;4
25/5/2019;103;43;9
6/8/2019;106;36;4
30/8/2019;41;17;4
17/1/2019;125;50;1
6/4/2019;0;53;8
2/10/2019;14;19;10
28/11/2019;90;39;2
9/12/2019;123;3;8
3/12/2019;113;56;6
19/4/2019;70;35;2
29/7/2019;72;1;8
15/10/2019;47;54;3
11/8/2019;88;36;9
1/7/2019;122;38;9
7/3/2019;44;28;4
2/10/2019;53;17;1
8/4/2019;112;46;2
8/7/2019;103;33;9
25/6/2019;30;55;9
17/8/2019;76;46;6
3/1/2019;97;53;7
4/7/2019;99;35;2
4/12/2019;97;32;4
25/4/2019;25;31;3
26/10/2019;62;56;6
4/9/2019;48;26;3
22/1/2019;119;28;7
26/12/2019;114;23;9
10/4/2019;98;9;6
30/4/2019;69;33;6
1/5/2019;66;54;7
19/6/2019;74;42;8
23/10/2019;95;45;5
6/3/2019;30;40;7
25/11/2019;53;47;2
30/10/2019;104;26;6
9/1/2019;24;4;5
15/9/2019;10;12;8
26/5/2019;17;49;3
13/7/2019;111;15;2
17/3/2019;63;4;9
13/12/2019;103;14;5
17/4/2019;78;54;5
30/5/2019;78;7;3
6/10/2019;63;26;9
5/11/2019;11;26;7
17/7/2019;1;51;5
23/11/2019;23;56;9
26/1/2019;70;20;7
29/9/2019;14;27;10
11/7/2019;72;44;1
13/6/2019;23;2;3
8/9/2019;126;46;9
7/12/2019;100;14;9
27/1/2019;55;4;5
8/7/2019;121;26;7
23/7/2019;89;10;7
28/8/2019;1;14;10
15/10/2019;36;16;10
4/9/2019;44;3;1
21/6/2019;58;41;8
26/1/2019;82;39;5
7/11/2019;41;3;7
17/4/2019;34;54;8
21/9/2019;74;31;7
25/7/2019;13;45;9
11/12/2019;94;21;10
12/8/2019;30;25;8
6/7/2019;60;47;2
20/7/2019;2;20;1
25/8/2019;25;51;5
27/7/2019;96;58;6
4/5/2019;65;43;3
26/10/2019;47;44;2
27/7/2019;118;49;9
15/6/2019;14;47;2
4/12/2019;0;48;5
16/12/2019;117;27;4
17/5/2019;16;36;2
24/3/2019;68;37;5
30/9/2019;99;29;7
25/4/2019;93;25;4
27/6/2019;15;29;7
3/4/2019;5;24;2
10/11/2019;15;27;8
25/8/2019;96;33;10
10/2/2019;50;34;7
6/12/2019;0;51;8
14/3/2019;121;3;2
22/9/2019;5;43;5
3/10/2019;9;4;9
3/9/2019;21;20;2
19/5/2019;94;15;6
21/1/2019;38;28;4
23/5/2019;90;2;1
1/2/2019;3;42;10
25/1/2019;60;40;1
14/4/2019;70;55;8
5/1/2019;78;39;1
16/10/2019;4;58;2
23/3/2019;60;42;8
10/2/2019;71;57;8
20/9/2019;103;37;1
12/1/2019;26;10;3
15/6/2019;56;52;4
23/5/2019;34;55;4
14/7/2019;108;47;10
24/12/2019;34;47;6
9/11/2019;51;35;9
10/5/2019;4;27;7
8/10/2019;21;45;4
9/10/2019;63;40;8
16/2/2019;27;56;7
19/3/2019;39;49;7
10/1/2019;37;7;7
26/1/2019;13;21;10
21/10/2019;108;54;5
9/9/2019;86;30;9
20/10/2019;64;42;1
25/12/2019;102;4;7
5/1/2019;56;49;8
19/8/2019;74;4;3
24/1/2019;34;19;7
27/6/2019;122;13;2
5/5/2019;109;15;3
21/9/2019;86;19;5
10/3/2019;29;1;10
19/9/2019;73;20;6
22/2/2019;10;10;5
23/5/2019;48;18;4
18/10/2019;114;58;9
1/7/2019;3;41;1
26/9/2019;82;19;6
22/6/2019;24;20;8
1/6/2019;17;16;2
26/6/2019;87;13;6
18/5/2019;89;14;5
19/2/2019;82;58;7
5/2/2019;53;12;5
30/10/2019;99;11;4
8/8/2019;102;54;3
16/10/2019;41;49;1
20/3/2019;92;37;3
11/6/2019;50;43;8
29/1/2019;41;6;1
5/11/2019;12;35;4
1/1/2019;97;28;9
29/10/2019;4;37;1
17/10/2019;20;54;2
6/1/2019;128;8;2
17/6/2019;102;42;2
16/10/2019;117;13;6
12/5/2019;10;34;7
18/6/2019;21;36;4
4/6/2019;117;18;10
27/8/2019;64;37;10
5/11/2019;82;32;8
30/6/2019;123;19;5
25/4/2019;23;31;10
25/12/2019;56;4;5
1/7/2019;41;7;6
30/9/2019;112;4;4
25/6/2019;31;43;4
7/12/2019;114;45;10
7/6/2019;5;50;9
25/5/2019;74;5;7
25/4/2019;88;9;2
16/1/2019;20;15;2
